slug,embed_url,image_url,banner_url,title,description,category,orientation,quality_score,width,height,date_published,date_modified,namespace,id
strongblade,https://play.gamepix.com/strongblade/embed?sid=1,https://img.gamepix.com/games/strongblade/icon/strongblade.png?w=105,https://img.gamepix.com/games/strongblade/cover/strongblade.png?w=320,and uncover exciting quests. Befriend enchanting characters and enjoy stunning landscapes in a magical adventure of endless fun and strategy.,landscape,0.24242424,800,,,,2025-07-14 09:54:54+00:00,,match-3,unleash explosive combos
restaurant-rush-idle-tycoon,https://play.gamepix.com/restaurant-rush-idle-tycoon/embed?sid=1,https://img.gamepix.com/games/restaurant-rush-idle-tycoon/icon/restaurant-rush-idle-tycoon.png?w=105,https://img.gamepix.com/games/restaurant-rush-idle-tycoon/cover/restaurant-rush-idle-tycoon.png?w=320,and expand as you juggle speedy service and diverse dishes. Delight your patrons and unlock new culinary horizons with each city conquered in this exhilarating rush to restaurant success.,portrait,0.44444444,600,,,,2025-07-11 09:42:49+00:00,,restaurant,optimize
clown-coloring-book,https://play.gamepix.com/clown-coloring-book/embed?sid=1,https://img.gamepix.com/games/clown-coloring-book/icon/clown-coloring-book.png?w=105,https://img.gamepix.com/games/clown-coloring-book/cover/clown-coloring-book.png?w=320,perfect for children and the young at heart. Enjoy endless creativity and peaceful moments.,landscape,0.24242424,800,,,,2025-07-11 08:22:41+00:00,,coloring,where vibrant clown-themed pages come alive. Dive into a joyful and stress-free experience as you create colorful masterpieces in a delightful setting
tung-tung-sahur-reassembled,https://play.gamepix.com/tung-tung-sahur-reassembled/embed?sid=1,https://img.gamepix.com/games/tung-tung-sahur-reassembled/icon/tung-tung-sahur-reassembled.png?w=105,https://img.gamepix.com/games/tung-tung-sahur-reassembled/cover/tung-tung-sahur-reassembled.png?w=320,each with its own delightful twist!,landscape,0.32432432,800,,,,2025-07-11 07:57:29+00:00,,puzzle,featuring an array of quirky characters. Challenge your mind as you restore these eccentric snapshots
only-up-at-minecraft-sprunki,https://play.gamepix.com/only-up-at-minecraft-sprunki/embed?sid=1,https://img.gamepix.com/games/only-up-at-minecraft-sprunki/icon/only-up-at-minecraft-sprunki.png?w=105,https://img.gamepix.com/games/only-up-at-minecraft-sprunki/cover/only-up-at-minecraft-sprunki.png?w=320,all while experiencing the exhilarating blend of excitement and creativity in Only Up at Minecraft & Sprunki!,landscape,0.3902439,800,,,,2025-07-10 10:26:56+00:00,,addictive,fluidly switching between five unique characters from skibidi toilet to Steve Minecraft
fishy-square,https://play.gamepix.com/fishy-square/embed?sid=1,https://img.gamepix.com/games/fishy-square/icon/fishy-square.png?w=105,https://img.gamepix.com/games/fishy-square/cover/fishy-square.png?w=320,Square Run offers quick and engaging sessions in a quest to see just how far you can go!,all,0.44444444,800,,,,2025-07-10 10:13:00+00:00,,hyper-casual,dodging obstacles and collecting points. Enjoy vibrant 2D visuals and addictive gameplay that challenges your reflexes and timing. With simple controls
fishdom-fish-tank-aquarium,https://play.gamepix.com/fishdom-fish-tank-aquarium/embed?sid=1,https://img.gamepix.com/games/fishdom-fish-tank-aquarium/icon/fishdom-fish-tank-aquarium.png?w=105,https://img.gamepix.com/games/fishdom-fish-tank-aquarium/cover/fishdom-fish-tank-aquarium.png?w=320,blending creativity with relaxing gameplay for endless aquatic fun. Dive into this captivating aquatic journey today!,landscape,0.24242424,800,,,,2025-07-09 12:38:50+00:00,,fishing,where you solve vibrant match-3 puzzles to create your dream underwater haven. Customize your virtual aquarium with exotic fish and mesmerizing décor
end-line-racer,https://play.gamepix.com/end-line-racer/embed?sid=1,https://img.gamepix.com/games/end-line-racer/icon/end-line-racer.png?w=105,https://img.gamepix.com/games/end-line-racer/cover/end-line-racer.png?w=320,ensuring endless fun without flipping over. Enjoy the thrill of a lifetime for free!,all,0.24242424,800,,,,2025-07-09 12:35:36+00:00,,car,where precision driving keeps your car steady and your adrenaline high. Challenge friends for an unforgettable race to the finish line
cotton-candy-candy-maker-game,https://play.gamepix.com/cotton-candy-candy-maker-game/embed?sid=1,https://img.gamepix.com/games/cotton-candy-candy-maker-game/icon/cotton-candy-candy-maker-game.png?w=105,https://img.gamepix.com/games/cotton-candy-candy-maker-game/cover/cotton-candy-candy-maker-game.png?w=320,and tackle sweet-making challenges. Enjoy whimsical themes and master the art of swirling and spinning as you craft the ultimate rainbow cotton candy. Dive into this delicious adventure!,portrait,0.24242424,600,,,,2025-07-09 09:14:31+00:00,,cooking,decorate with tempting toppings
obby-pogo-parkour,https://play.gamepix.com/obby-pogo-parkour/embed?sid=1,https://img.gamepix.com/games/obby-pogo-parkour/icon/obby-pogo-parkour.png?w=105,https://img.gamepix.com/games/obby-pogo-parkour/cover/obby-pogo-parkour.png?w=320,and leap past obstacles in a race against the world. Master gravity-defying reflexes and aim for the pinnacle of the global leaderboards. Can you hop your way to the top?,all,0.60219712,800,,,,2025-07-08 13:11:17+00:00,,parkour,upgrade your bouncy ride
sandbox-create-challenge,https://play.gamepix.com/sandbox-create-challenge/embed?sid=1,https://img.gamepix.com/games/sandbox-create-challenge/icon/sandbox-create-challenge.png?w=105,https://img.gamepix.com/games/sandbox-create-challenge/cover/sandbox-create-challenge.png?w=320,help or hinder their success while earning rewards. Craft intriguing challenges that engage players in a dynamic sandbox arena and watch as your creations come to life.,landscape,0.39518488,800,,,,2025-07-08 10:00:02+00:00,,platformer,where you can design thrilling maps and devious obstacles for daring players. As the guard
explainable-minesweeper,https://play.gamepix.com/explainable-minesweeper/embed?sid=1,https://img.gamepix.com/games/explainable-minesweeper/icon/explainable-minesweeper.png?w=105,https://img.gamepix.com/games/explainable-minesweeper/cover/explainable-minesweeper.png?w=320,making every move a calculated triumph. Feel the satisfaction of solving with precision in this mind-bending challenge.,all,0.763284,800,,,,2025-07-07 09:07:17+00:00,,puzzle,where logic reigns supreme. Strategically infer and uncover each tile without the luck-based risks of the classic game. Use the Hint button to get insightful explanations
lady-and-nubik-build-and-dig,https://play.gamepix.com/lady-and-nubik-build-and-dig/embed?sid=1,https://img.gamepix.com/games/lady-and-nubik-build-and-dig/icon/lady-and-nubik-build-and-dig.png?w=105,https://img.gamepix.com/games/lady-and-nubik-build-and-dig/cover/lady-and-nubik-build-and-dig.png?w=320,ever-changing landscape.,landscape,0.32432432,800,,,,2025-07-07 09:01:43+00:00,,two-player,defeating obstacles and collecting precious diamonds. Embrace the challenge and creativity as you help Lady and Nubik grow in a dynamic
goat-jump,https://play.gamepix.com/goat-jump/embed?sid=1,https://img.gamepix.com/games/goat-jump/icon/goat-jump.png?w=105,https://img.gamepix.com/games/goat-jump/cover/goat-jump.png?w=320,"it""""s the perfect way to spice up your day with laughter and competition.",landscape,0.32432432,800,,,,2025-07-07 08:58:19+00:00,,hyper-casual,challenging friends to beat your high score. Simple yet addictive
garden-master,https://play.gamepix.com/garden-master/embed?sid=1,https://img.gamepix.com/games/garden-master/icon/garden-master.png?w=105,https://img.gamepix.com/games/garden-master/cover/garden-master.png?w=320,and gather golden seeds to unlock exciting upgrades. Cultivate a lush paradise and prove your gardening prowess in this delightful and challenging adventure.,portrait,0.76190476,600,,,,2025-07-04 12:06:06+00:00,,farming,fend off mischievous gophers
girl-games-unblocked-mini-fun,https://play.gamepix.com/girl-games-unblocked-mini-fun/embed?sid=1,https://img.gamepix.com/games/girl-games-unblocked-mini-fun/icon/girl-games-unblocked-mini-fun.png?w=105,https://img.gamepix.com/games/girl-games-unblocked-mini-fun/cover/girl-games-unblocked-mini-fun.png?w=320,"there""""s always a game that matches your style and mood. Discover your favorite today!",all,0.3902439,800,,,,2025-07-04 08:20:38+00:00,,games-for-girls,from fashion design to cooking. Perfect for casual play or mastering new skills
rotate-puzzle,https://play.gamepix.com/rotate-puzzle/embed?sid=1,https://img.gamepix.com/games/rotate-puzzle/icon/rotate-puzzle.png?w=105,https://img.gamepix.com/games/rotate-puzzle/cover/rotate-puzzle.png?w=320,engage in addictive gameplay that tests your strategic skills as you manipulate and align pieces to perfection. Can you master the ultimate picture reveal?,portrait,0.32432432,600,,,,2025-07-03 16:11:17+00:00,,jigsaw-puzzles,"where you""""ll twist and shift pieces to reveal stunning images. With grid sizes that increase in complexity"
cookienyan,https://play.gamepix.com/cookienyan/embed?sid=1,https://img.gamepix.com/games/cookienyan/icon/cookienyan.png?w=105,https://img.gamepix.com/games/cookienyan/cover/cookienyan.png?w=320,fueling your competitive spirit and a craving for victory. Satisfy your matching mania with every tantalizing level!,portrait,0.53302472,600,,,,2025-07-03 16:06:22+00:00,,match-3,where matching cookies unlocks a sweet symphony of shapes. Strategize as you craft striped and rainbow cookies to clear the board
2048-sea-vehicles,https://play.gamepix.com/2048-sea-vehicles/embed?sid=1,https://img.gamepix.com/games/2048-sea-vehicles/icon/2048-sea-vehicles.png?w=105,https://img.gamepix.com/games/2048-sea-vehicles/cover/2048-sea-vehicles.png?w=320,mastering the art of merging on the open waters. Enjoy a strategic journey on the high seas!,portrait,0.32432432,600,,,,2025-07-03 15:28:29+00:00,,2048,then boats into grand ships. Strategize your moves to craft a mighty fleet
tap-out-click-blocks-away,https://play.gamepix.com/tap-out-click-blocks-away/embed?sid=1,https://img.gamepix.com/games/tap-out-click-blocks-away/icon/tap-out-click-blocks-away.png?w=105,https://img.gamepix.com/games/tap-out-click-blocks-away/cover/tap-out-click-blocks-away.png?w=320,mastering clever mechanics and overcoming challenging obstacles. Each level propels you toward puzzle mastery in this addictive adventure. Tap your way to victory!,portrait,0.24242424,600,,,,2025-07-03 15:23:15+00:00,,tap,where every tap is a strategic move. Navigate and eliminate blocks in a vivid 3D world
movie-star-daily-routine,https://play.gamepix.com/movie-star-daily-routine/embed?sid=1,https://img.gamepix.com/games/movie-star-daily-routine/icon/movie-star-daily-routine.png?w=105,https://img.gamepix.com/games/movie-star-daily-routine/cover/movie-star-daily-routine.png?w=320,and selecting the perfect outfits with flair. Dive into this fashionable and exciting daily routine.,landscape,0.52830189,800,,,,2025-07-03 12:53:33+00:00,,simulation,creating stunning film-ready styles
domino-sausage-duel,https://play.gamepix.com/domino-sausage-duel/embed?sid=1,https://img.gamepix.com/games/domino-sausage-duel/icon/domino-sausage-duel.png?w=105,https://img.gamepix.com/games/domino-sausage-duel/cover/domino-sausage-duel.png?w=320,showcasing your wits and quick thinking in this lively and competitive environment.,portrait,0.32432432,600,,,,2025-07-02 12:22:11+00:00,,board,aiming to offload them through clever chain cuts. Engage in intense head-to-head matches against AI or online opponents
space-defender-alien-shooter-html5-game,https://play.gamepix.com/space-defender-alien-shooter-html5-game/embed?sid=1,https://img.gamepix.com/games/space-defender-alien-shooter-html5-game/icon/space-defender-alien-shooter-html5-game.png?w=105,https://img.gamepix.com/games/space-defender-alien-shooter-html5-game/cover/space-defender-alien-shooter-html5-game.png?w=320,all optimized for any device.,all,0.47283751,800,,,,2025-07-02 12:20:46+00:00,,arcade,fast-paced action and strategic combat across stunning celestial battlefields. Thrilling space battles await you as you defend the galaxy with agile maneuvers and precision shooting
easy-coloring-book-for-kids,https://play.gamepix.com/easy-coloring-book-for-kids/embed?sid=1,https://img.gamepix.com/games/easy-coloring-book-for-kids/icon/easy-coloring-book-for-kids.png?w=105,https://img.gamepix.com/games/easy-coloring-book-for-kids/cover/easy-coloring-book-for-kids.png?w=320,"it""""s a relaxing journey into art that blends fun with skill development.",landscape,0.32432432,800,,,,2025-07-02 09:07:52+00:00,,coloring,where young imaginations flourish. This delightful digital canvas invites children to explore colors and boost creativity in a peaceful setting. Perfect for learning or play
christmas-coloring-book-for-kids,https://play.gamepix.com/christmas-coloring-book-for-kids/embed?sid=1,https://img.gamepix.com/games/christmas-coloring-book-for-kids/icon/christmas-coloring-book-for-kids.png?w=105,https://img.gamepix.com/games/christmas-coloring-book-for-kids/cover/christmas-coloring-book-for-kids.png?w=320,"it""""s a creative adventure for budding young artists.",landscape,0.24242424,800,,,,2025-07-02 08:56:10+00:00,,coloring,coloring cheerful scenes with user-friendly tools that ignite imagination and artistic flair. Perfect for a joyful and relaxing holiday experience
domino-online-multiplayer,https://play.gamepix.com/domino-online-multiplayer/embed?sid=1,https://img.gamepix.com/games/domino-online-multiplayer/icon/domino-online-multiplayer.png?w=105,https://img.gamepix.com/games/domino-online-multiplayer/cover/domino-online-multiplayer.png?w=320,or friends in thrilling real-time duels. Enjoy diverse modes and tailor your experience with flexible settings for endless excitement and competitive fun.,all,0.3902439,800,,,,2025-06-18 13:30:50+00:00,,board,real players
my-kitties-catworld,https://play.gamepix.com/my-kitties-catworld/embed?sid=1,https://img.gamepix.com/games/my-kitties-catworld/icon/my-kitties-catworld.png?w=105,https://img.gamepix.com/games/my-kitties-catworld/cover/my-kitties-catworld.png?w=320,and enjoy the endless charm of your personalized purring paradise.,landscape,0.65244075,800,,,,2025-06-18 13:27:48+00:00,,cats,complete amusing tasks
mushroom-fever-match-3,https://play.gamepix.com/mushroom-fever-match-3/embed?sid=1,https://img.gamepix.com/games/mushroom-fever-match-3/icon/mushroom-fever-match-3.png?w=105,https://img.gamepix.com/games/mushroom-fever-match-3/cover/mushroom-fever-match-3.png?w=320,and unlock thrilling levels. Enjoy endless excitement as you earn points and uncover bonuses with every successful match. Dive into this delightful adventure and unleash Mushroom Fever!,portrait,0.43662289,600,,,,2025-06-18 13:22:57+00:00,,match-3,conquer enchanting puzzles
